stop_id,stop_name,stop_lon,stop_lat,location_type,parent_station
IDFM:monomodalStopPlace:411329,Saint-Leu-d'Esserent,2.417071454431694,49.21379460642065,0,IDFM:411330
IDFM:monomodalStopPlace:47790,Bougival,2.132028029856739,48.85379323051655,0,IDFM:64301
IDFM:monomodalStopPlace:46299,Orly Ville,2.4030548924063897,48.74163230680523,0,IDFM:69639
IDFM:monomodalStopPlace:46298,Les Saules,2.4174549898851208,48.74520105223681,0,IDFM:69662
IDFM:monomodalStopPlace:47876,Goussainville,2.46256580793126,49.02341075826703,0,IDFM:66535
IDFM:monomodalStopPlace:47875,Argenteuil,2.257913508915154,48.9468952901277,0,IDFM:65063
IDFM:monomodalStopPlace:47874,Poissy,2.040804469960689,48.93324983956547,0,IDFM:64883
IDFM:monomodalStopPlace:48489,Orangis Bois de l'Épine,2.40769076622141,48.6363396147683,0,IDFM:60542
IDFM:monomodalStopPlace:47877,Rosny-sous-Bois,2.4857557993217947,48.87007067367753,0,IDFM:71935
IDFM:monomodalStopPlace:47878,Parc des Expositions,2.5145512908225958,48.97356812654279,0,IDFM:73568
IDFM:monomodalStopPlace:47879,Neuville Université,2.078348820578231,49.01374275942672,0,IDFM:66436
IDFM:monomodalStopPlace:46307,Villeneuve-le-Roi,2.426423645047488,48.73968685807613,0,IDFM:69625
IDFM:monomodalStopPlace:47898,Ermont - Eaubonne,2.2707541014797794,48.98049890628609,0,IDFM:65669
IDFM:monomodalStopPlace:47882,Épône - Mézières,1.809133387838305,48.96340497197892,0,IDFM:65326
IDFM:monomodalStopPlace:47899,Mennecy,2.4319348900260658,48.57054850948166,0,IDFM:59984
IDFM:monomodalStopPlace:47895,Boutigny,2.3767454804181263,48.43442542513416,0,IDFM:59565
IDFM:monomodalStopPlace:47897,Cergy Saint-Christophe,2.0345219282999176,49.049642166828754,0,IDFM:66858
IDFM:monomodalStopPlace:47881,Les Mureaux,1.9134674211236111,48.99259097971094,0,IDFM:65994
IDFM:monomodalStopPlace:47880,La Celle-Saint-Cloud,2.138236726142033,48.84262523059504,0,IDFM:64251
IDFM:monomodalStopPlace:47884,Fontenay-le-Fleury,2.0407045118857456,48.80727344427781,0,IDFM:63999
IDFM:monomodalStopPlace:47889,Saint-Rémy-lès-Chevreuse,2.071385742904064,48.70273269647272,0,IDFM:62978
IDFM:monomodalStopPlace:47883,Chaville - Vélizy,2.1834187943404744,48.79968116446791,0,IDFM:69487
IDFM:monomodalStopPlace:47885,Plaisir - Grignon,1.943537514733802,48.831926089228816,0,IDFM:64199
IDFM:monomodalStopPlace:47888,Gif-sur-Yvette,2.13649439862523,48.698175579920274,0,IDFM:62890
IDFM:monomodalStopPlace:47886,Nogent-sur-Marne,2.471683791180998,48.834306538503405,0,IDFM:71590
IDFM:monomodalStopPlace:46304,Villeneuve Triage,2.438697833840877,48.74461113914048,0,IDFM:69671
IDFM:monomodalStopPlace:479059,Rosny-sur-Seine,1.6298170882272784,48.99751746396684,0,IDFM:66157
IDFM:monomodalStopPlace:46366,Ivry-sur-Seine,2.391677280020743,48.8139591342409,0,IDFM:424396
IDFM:monomodalStopPlace:43246,La Ferté-sous-Jouarre,3.124704606439104,48.95078183142266,0,IDFM:68918
IDFM:monomodalStopPlace:43247,Marles-en-Brie,2.868811725090548,48.73481854687385,0,IDFM:67604
IDFM:monomodalStopPlace:43248,Marly-le-Roi,2.0965372930677657,48.87152941199376,0,IDFM:64405
IDFM:monomodalStopPlace:43245,Nemours-Saint-Pierre,2.6850524330729284,48.26863657605134,0,IDFM:61218
IDFM:monomodalStopPlace:43241,Chaville Rive Droite,2.1885894806735937,48.81299614830529,0,IDFM:69503
IDFM:monomodalStopPlace:46395,Athis-Mons,2.403668724287269,48.71266832171659,0,IDFM:63134
IDFM:monomodalStopPlace:43208,Tournan,2.758901334165272,48.739445157221006,0,IDFM:67625
IDFM:monomodalStopPlace:43226,Yerres,2.483187005163047,48.7064507273249,0,IDFM:63044
IDFM:monomodalStopPlace:43222,Villiers-le-Bel - Gonesse - Arnouville,2.416246795897305,48.99377204005172,0,IDFM:66009
IDFM:monomodalStopPlace:43251,Garges - Sarcelles,2.3899547555239407,48.97632635843972,0,IDFM:65582
IDFM:monomodalStopPlace:43220,Versailles Château Rive Gauche,2.130150772175517,48.79991350059487,0,IDFM:73721
IDFM:monomodalStopPlace:43221,Villepreux - Les Clayes,1.992798523459497,48.82366793006802,0,IDFM:64145
